id,type,acct_balance
36111,703-004-5388,377.15674
36112,703-004-5390,2135.4473
36113,703-004-5392,1204.5824
36114,703-004-5384,2271.4717
36115,703-004-5389,1123.7043
36116,703-004-5383,3466.2515
36117,207-008-2398,9042.81
36118,703-004-5392,4064.7554
36119,703-004-5396,6577.5356
3612,207-008-2399,3553.908
36120,703-004-5383,3387.5232
36121,703-004-5395,2295.583
36122,703-004-5389,3416.325
36123,703-004-5394,6245.5503
36124,703-004-5392,87.29577
36125,703-004-5393,4913.517
36126,703-004-5385,3458.6633
36127,703-004-5393,6206.116
36128,703-004-5389,4852.312
36129,703-004-5391,2600.0845
3613,703-004-5395,7421.5215
36130,703-004-5384,2458.642
36131,703-004-5399,7869.8613
36132,703-004-5399,4033.5447
36133,703-004-5393,4971.5913
36134,703-004-5387,532.1354
36135,703-004-5397,7668.486
36136,207-008-2398,1787.5004
36137,703-004-5390,8516.493
36138,703-004-5380,8541.0625
36139,703-004-5394,5359.4507
3614,703-004-5398,7994.3906
36140,703-004-5394,7704.5957
36141,703-004-5390,7593.1694
36142,703-004-5380,792.26196
36143,703-004-5398,7899.4175
36144,703-004-5391,3265.2961
36145,703-004-5399,2351.491
36146,703-004-5399,9295.01
36147,703-004-5397,7063.887
36148,703-004-5381,2596.6519
36149,703-004-5399,3808.8452
3615,703-004-5394,4366.0854
36150,703-004-5396,8005.395
36151,703-004-5393,8003.505
36152,703-004-5390,7141.932
36153,703-004-5386,3286.8403
36154,703-004-5390,1570.5479
36155,703-004-5398,2224.6318
36156,703-004-5398,1235.5101
36157,703-004-5382,9159.701
36158,703-004-5392,5526.7207
36159,207-008-2398,6645.068
3616,703-004-5389,4013.8418
36160,703-004-5391,7289.871
36161,703-004-5388,6386.6855
36162,207-008-2398,8369.52
36163,703-004-5397,295.3136
36164,703-004-5393,4672.903
36165,207-008-2398,2946.5723
36166,207-008-2398,9333.47
36167,703-004-5394,7669.886
36168,703-004-5381,8789.454
36169,207-008-2398,5441.0728
3617,703-004-5385,6676.9785
36170,703-004-5383,5683.4526
36171,703-004-5395,6821.154
36172,703-004-5381,6693.463
36173,703-004-5396,8868.839
36174,703-004-5382,2216.0835
36175,703-004-5387,1954.478
36176,703-004-5394,2925.4312
36177,703-004-5397,7874.053
36178,703-004-5391,8645.558
36179,703-004-5393,3086.068
3618,207-008-2399,7086.6333
36180,703-004-5394,294.0458
36181,703-004-5390,5628.8784
36182,703-004-5382,1892.4982
36183,703-004-5389,2495.7412
36184,703-004-5381,2173.0964
36185,207-008-2398,5393.0225
36186,703-004-5395,5359.368
36187,703-004-5386,2204.737
36188,207-008-2398,5244.362
36189,703-004-5393,5809.4956
3619,703-004-5389,2539.577
36190,703-004-5392,81.57492
36191,703-004-5384,94.9508
36192,703-004-5389,9457.132
36193,703-004-5392,2322.327
36194,703-004-5391,1016.4875
36195,703-004-5390,7101.5884
36196,703-004-5397,4364.8154
36197,207-008-2399,4690.744
36198,703-004-5384,3978.9207
36199,703-004-5394,3623.8252
362,703-004-5393,3308.6025
3620,703-004-5397,6084.983
36200,207-008-2399,9258.619
36201,703-004-5399,9814.336
36202,703-004-5393,9337.399
36203,703-004-5392,7506.0903
36204,703-004-5399,2412.3691
36205,703-004-5384,3279.9285
36206,703-004-5395,9833.488
36207,703-004-5396,752.2869
36208,703-004-5388,5264.197
36209,703-004-5396,2795.884
3621,207-008-2399,7890.1714
36210,703-004-5386,653.12744
36211,703-004-5386,1450.0189
36212,703-004-5399,111.83917
36213,703-004-5383,502.36285
36214,703-004-5383,9180.814
36215,703-004-5394,9773.428
36216,703-004-5399,4110.6763
36217,703-004-5388,3788.666
36218,703-004-5387,6324.1567
36219,703-004-5398,736.03033
3622,703-004-5388,8287.415
36220,703-004-5389,7863.3438
36221,703-004-5388,7829.542
36222,703-004-5383,8612.877
36223,703-004-5384,8984.536
36224,703-004-5388,4459.649
36225,703-004-5399,8311.444
36226,703-004-5398,6659.975
36227,703-004-5397,59.288742
36228,703-004-5380,8102.6914
36229,703-004-5393,4964.162
3623,703-004-5387,5315.422
36230,703-004-5381,4345.116
36231,703-004-5386,3641.869
36232,207-008-2399,1217.6979
36233,207-008-2399,4336.829
36234,703-004-5394,7711.257
36235,703-004-5395,7446.4106
36236,703-004-5399,7723.4697
36237,703-004-5398,3352.506
36238,703-004-5385,3215.586
36239,703-004-5397,5103.577
3624,703-004-5385,8600.529
36240,703-004-5390,6599.0107
36241,703-004-5385,9015.218
36242,703-004-5397,4100.0645
36243,703-004-5387,261.21378
36244,703-004-5388,1963.8944
36245,703-004-5392,2034.6737
36246,703-004-5387,1397.4136
36247,703-004-5380,2235.1455
36248,703-004-5392,9375.428
36249,703-004-5393,876.6979
3625,703-004-5381,2017.5493
36250,703-004-5382,169.43454
36251,703-004-5381,6907.162
36252,703-004-5393,927.8542
36253,207-008-2398,2217.7463
36254,703-004-5393,3969.3796
36255,703-004-5382,9942.03
36256,703-004-5395,255.00536
36257,703-004-5380,3136.645
36258,703-004-5397,9688.706
36259,703-004-5381,2932.3142
3626,703-004-5385,5865.271
36260,703-004-5387,9347.49
36261,703-004-5385,5218.7607
36262,703-004-5385,7367.8745
36263,703-004-5391,7143.7603
36264,207-008-2399,7376.536
36265,703-004-5382,8410.203
36266,703-004-5397,6232.602
36267,207-008-2398,4472.5723
36268,703-004-5386,7085.6543
36269,703-004-5385,5739.525
3627,703-004-5382,8647.189
36270,703-004-5382,2911.982
36271,703-004-5398,902.5914
36272,703-004-5382,3995.4668
36273,703-004-5383,8968.998
36274,703-004-5398,2931.4685
36275,703-004-5382,1340.009
36276,703-004-5399,4163.6074
36277,703-004-5381,4530.3945
36278,703-004-5389,6336.224
36279,703-004-5394,8414.893
3628,703-004-5395,6617.386
36280,207-008-2399,2097.3062
36281,703-004-5395,6953.5215
36282,703-004-5384,182.08563
36283,703-004-5394,7000.197
36284,207-008-2398,9574.427
36285,703-004-5384,9514.345
36286,703-004-5383,3527.3755
36287,703-004-5398,3520.6033
36288,703-004-5389,808.0912
36289,703-004-5388,2071.1685
3629,703-004-5384,2340.6697
36290,703-004-5391,735.09094
36291,703-004-5381,1513.614
36292,703-004-5385,8116.1885
36293,703-004-5384,9927.881
36294,703-004-5396,7941.22
36295,703-004-5397,5359.1084
36296,703-004-5389,1021.7607
36297,703-004-5387,2706.9712
36298,703-004-5380,9617.005
36299,703-004-5382,6980.6416
363,703-004-5391,2609.0896
3630,703-004-5399,7874.919
36300,703-004-5387,9107.214
36301,703-004-5391,1682.4967
36302,703-004-5386,3810.6985
36303,703-004-5383,8943.36
36304,703-004-5380,2148.7026
36305,703-004-5384,5840.0356
36306,703-004-5389,3872.5256
36307,703-004-5391,9470.223
36308,703-004-5391,8649.752
36309,207-008-2399,819.3785
3631,207-008-2399,1860.0135
36310,703-004-5388,9179.832
36311,703-004-5386,8034.417
36312,703-004-5386,4516.179
36313,703-004-5393,2979.9373
36314,703-004-5392,2019.9424
36315,703-004-5399,473.97195
36316,703-004-5380,8128.2183
36317,703-004-5394,5403.6016
36318,703-004-5380,1096.0388
36319,703-004-5397,7814.9546
3632,703-004-5389,6541.7563
36320,703-004-5391,7704.0864
36321,703-004-5394,6218.0938
36548,207-008-2398,8175.3315
36549,703-004-5398,1912.7465
3655,703-004-5391,4139.2715
36550,207-008-2398,9589.999
36551,703-004-5381,5030.463
36552,703-004-5383,2073.8667
36553,703-004-5399,4019.2139
36554,703-004-5386,8120.4326
36555,703-004-5396,41.996838
36556,703-004-5387,4358.9165
36557,703-004-5396,9007.027
36558,703-004-5382,9402.398
36559,703-004-5391,7156.4106
3656,703-004-5394,7639.3823
36560,703-004-5395,5673.267
36561,703-004-5385,9353.995
36562,703-004-5380,4278.443
36563,703-004-5399,3299.2983
36564,703-004-5391,363.91498
36565,703-004-5398,9741.25
36566,703-004-5399,8230.881
36567,207-008-2398,9801.343
36568,703-004-5385,2787.2253
36569,703-004-5397,5944.444
3657,703-004-5399,137.51924
36570,703-004-5390,7114.98
36571,703-004-5384,5326.082
36572,703-004-5382,2195.7302
36573,703-004-5383,3736.8704
36574,703-004-5384,5423.352
36575,703-004-5391,2643.491
36576,703-004-5388,3673.3252
36577,703-004-5380,882.20654
36578,207-008-2399,8067.599
36579,207-008-2399,9602.225
3658,703-004-5392,2861.9307
36580,703-004-5393,5392.0635
36581,703-004-5390,6833.107
36582,207-008-2399,8060.2056
36583,703-004-5396,5947.344
36584,703-004-5399,8765.149
36585,703-004-5392,3000.427
36586,703-004-5391,3597.8384
36587,703-004-5383,6224.5938
36588,703-004-5383,4524.9604
36589,703-004-5384,3828.3574
3659,703-004-5389,3959.8262
36590,703-004-5380,5867.4976
36591,703-004-5391,9567.421
36592,703-004-5387,5060.343
36593,703-004-5384,9473.74
36594,703-004-5398,3592.454
36595,703-004-5397,8006.616
36596,703-004-5396,9163.925
36597,703-004-5380,6634.1416
36598,703-004-5384,9675.249
36599,703-004-5391,6700.5615
366,703-004-5394,5527.99
3660,703-004-5393,5487.859
36600,703-004-5393,5510.008
36601,703-004-5382,8548.367
36602,703-004-5392,4104.9717
36603,703-004-5383,5413.065
36604,703-004-5380,5390.2246
36605,703-004-5390,1941.2798
36606,703-004-5391,4425.0425
36607,703-004-5385,1139.6461
36608,703-004-5383,9658.589
36609,703-004-5387,8443.884
3661,703-004-5396,6688.07
36610,703-004-5391,1844.6625
36611,703-004-5380,3678.7617
36612,703-004-5385,5457.627
36613,703-004-5381,607.1597
36614,703-004-5393,6100.0254
36615,703-004-5395,8869.211
36616,703-004-5387,8296.43
36617,703-004-5382,3104.3853
36618,703-004-5398,29.801727
36619,703-004-5398,4266.929
3662,703-004-5397,6664.3315
36620,703-004-5397,1568.1189
36621,703-004-5387,5096.3896
36622,703-004-5382,459.13815
36623,703-004-5383,5371.729
36624,703-004-5387,4298.557
36625,703-004-5393,8322.474
36626,703-004-5384,1522.3843
36627,703-004-5395,2270.651
36628,703-004-5390,6328.5024
36629,703-004-5388,4873.5356
3663,207-008-2399,1457.2865
36630,703-004-5396,9167.25
36631,703-004-5398,12.335181
36632,703-004-5398,8662.561
36633,703-004-5382,9836.038
36634,703-004-5399,2631.7144
36635,207-008-2398,1930.0514
36636,703-004-5383,6361.0967
36637,703-004-5392,7445.952
36638,703-004-5393,6524.595
36639,703-004-5395,1018.21124
3664,703-004-5384,388.3463
36640,703-004-5396,700.67523
36641,703-004-5390,2738.4067
36642,207-008-2399,8506.73
36643,703-004-5398,9255.448
36644,703-004-5395,8587.925
36645,703-004-5382,4343.502
36646,703-004-5388,8204.678
36647,703-004-5381,6953.068
36648,207-008-2399,3590.6946
36649,703-004-5386,5488.762
3665,703-004-5390,4330.807
36650,703-004-5399,8371.389
36651,703-004-5381,1279.7052
36652,703-004-5388,7522.667
36653,703-004-5380,9567.907
36654,703-004-5395,731.1225
36655,703-004-5388,3448.2515
36656,703-004-5387,1591.8494
36657,703-004-5389,6095.2686
36658,703-004-5398,2621.3271
36659,703-004-5381,8554.278
3666,703-004-5385,6842.0903
36660,703-004-5389,9609.6875
36661,703-004-5380,7119.059
36662,703-004-5399,4113.627
36663,703-004-5399,1733.9867
36664,703-004-5391,9492.089
36665,703-004-5380,858.8171
36666,703-004-5386,5034.377
36667,703-004-5387,4821.053
36668,703-004-5390,2844.7163
36669,703-004-5392,8882.109
3667,703-004-5388,806.16595
36670,703-004-5388,9217.044
36671,703-004-5384,9850.098
36672,703-004-5389,481.686
36673,703-004-5387,5640.774
36674,703-004-5398,9011.299
36675,703-004-5397,2200.4795
36676,703-004-5383,3707.6753
36677,703-004-5382,7509.919
36678,703-004-5398,8113.517
36679,703-004-5389,2600.063
3668,703-004-5392,7939.9585
36680,703-004-5385,4554.9785
36681,703-004-5387,5457.537
36682,703-004-5396,7122.521
36683,703-004-5392,3007.683
36684,703-004-5381,1672.3925
36685,703-004-5395,960.0091
36686,703-004-5396,6585.54
36687,703-004-5392,8334.721
36688,703-004-5392,7393.523
36689,703-004-5387,5515.919
3669,703-004-5396,3207.8892
36690,703-004-5398,1220.7961
36691,703-004-5387,8471.536
36692,703-004-5382,9695.928
36693,703-004-5396,4256.553
36694,703-004-5385,8097.7954
36695,703-004-5394,2241.1328
36696,703-004-5392,8906.237
36697,703-004-5387,5961.3516
36698,703-004-5396,909.68964
36699,703-004-5388,9554.814
367,703-004-5396,9453.501
3670,703-004-5386,8820.888
36700,703-004-5384,3685.4731
36701,703-004-5393,5575.461
36702,703-004-5399,7536.841
36703,703-004-5398,790.56323
36704,703-004-5383,3271.5981
36705,703-004-5383,6587.47
36706,703-004-5386,1973.0162
36707,703-004-5399,4372.521
36708,703-004-5391,9143.869
36709,703-004-5393,3644.902
3671,703-004-5389,115.674736
36710,703-004-5383,105.44061
36711,703-004-5381,430.05347
36712,703-004-5381,6990.599
36713,703-004-5392,2447.4346
36714,703-004-5392,2840.4646
36715,703-004-5391,5629.621
36716,703-004-5389,2398.5647
36717,703-004-5392,991.78674
36718,703-004-5382,7707.298
36719,703-004-5388,8748.449
3672,703-004-5395,2592.0015
36720,703-004-5389,2211.1292
36721,703-004-5393,5291.866
36722,703-004-5392,4462.1206
36723,703-004-5383,2995.277
36724,703-004-5381,872.96246
36725,703-004-5386,1414.4128
36726,703-004-5394,3320.446
36727,207-008-2399,1463.5432
36728,703-004-5388,4220.6343
36729,703-004-5394,3583.7417
3673,703-004-5392,1513.9073
36730,703-004-5388,5979.6045
36731,703-004-5384,6345.315
36732,703-004-5382,5595.03
36733,703-004-5382,9425.595
36734,703-004-5383,9295.424
36735,207-008-2398,6142.67
36736,703-004-5382,1541.0322
36737,703-004-5386,3863.4348
36738,703-004-5386,6569.5903
36739,703-004-5381,8713.164
3674,703-004-5383,1649.5597
36740,703-004-5390,4955.6963
36741,703-004-5383,3660.149
36742,703-004-5391,8704.125
36743,703-004-5388,4676.1807
36744,703-004-5381,4829.193
36745,703-004-5393,8920.303
36746,703-004-5392,3665.7185
36747,703-004-5381,7188.2207
36748,703-004-5384,2732.0593
36749,703-004-5385,1904.6616
3675,703-004-5398,7620.8228
36750,703-004-5381,5512.184
36751,703-004-5397,7553.66
36752,703-004-5383,2063.1511
36753,703-004-5389,4635.0566
36754,207-008-2398,5835.8706
36755,207-008-2399,4344.731
36756,703-004-5396,3788.3896
36757,703-004-5390,5685.0625
36758,703-004-5382,7511.9204
36759,703-004-5394,363.64377
3676,703-004-5388,617.47015
36760,703-004-5392,5059.5225
36761,703-004-5382,4255.0845
36762,703-004-5384,6658.163
36763,703-004-5391,1218.7546
36764,703-004-5380,1024.363
36765,703-004-5381,7325.528
36766,703-004-5388,7145.4126
36767,703-004-5383,8678.372
36768,703-004-5392,7041.193
36769,703-004-5380,6363.714
3677,703-004-5391,6579.94
36770,703-004-5389,1297.1067
36771,703-004-5384,9031.951
36772,703-004-5384,2539.5935
36773,703-004-5382,3911.559
36774,703-004-5385,2675.1501
36775,703-004-5386,1388.1981
36776,703-004-5384,356.04358
36777,703-004-5391,5445.6274
36778,703-004-5391,584.0468
36779,703-004-5398,3089.6973
3678,703-004-5392,4880.832
36780,703-004-5389,1221.8446
36781,703-004-5388,2275.1755
36782,703-004-5395,474.96558
36783,207-008-2399,3452.3452
36784,703-004-5398,2873.724
36785,703-004-5399,423.7455
36786,703-004-5380,2185.5469
36787,703-004-5387,8220.2705
36788,703-004-5390,4306.3677
36789,703-004-5395,7571.5024
3679,703-004-5380,6878.9727
36790,703-004-5392,4497.7095
36791,703-004-5392,3680.3926
36792,703-004-5392,8809.286
36793,703-004-5392,3104.6265
36794,703-004-5396,5206.349
36795,703-004-5399,3972.1238
36796,703-004-5398,8645.123
36797,703-004-5395,9042.238
36798,703-004-5384,1436.0172
36799,703-004-5397,5887.286
368,703-004-5397,1526.5966
3680,703-004-5393,1336.9608
36800,703-004-5387,8893.711
36801,703-004-5387,2683.5327
36802,207-008-2399,3709.314
36803,703-004-5389,7259.1597
36804,703-004-5399,4171.9834
36805,703-004-5395,4700.8633
36806,703-004-5382,4254.842
36807,703-004-5394,6902.222
36808,703-004-5391,959.6479
36809,703-004-5397,4042.502
3681,703-004-5389,8072.467
36810,703-004-5397,141.31308
36811,703-004-5384,4832.8525
36812,703-004-5395,6702.7324
36813,703-004-5381,6058.4067
36814,703-004-5397,8552.736
36815,703-004-5380,9568.928
36816,703-004-5394,7410.346
36817,703-004-5397,3216.5295
36818,703-004-5395,84.651115
36819,703-004-5390,6108.3965
3682,703-004-5391,6341.852
36820,703-004-5392,6722.1323
36821,703-004-5383,3194.9841
36822,703-004-5383,8145.8105
36823,703-004-5399,4898.828
36824,703-004-5390,8898.768
36825,703-004-5380,3903.3699
36826,703-004-5384,2675.9124
36827,703-004-5383,8748.386
36828,207-008-2398,2328.4841
36829,703-004-5383,7427.967
3683,703-004-5393,8043.2646
36830,703-004-5391,8428.412
36831,703-004-5399,3053.2432
36832,703-004-5380,2951.8657
36833,703-004-5386,1018.10455
36834,703-004-5380,2131.2302
36835,703-004-5390,8238.125
36836,703-004-5383,7623.527
36837,703-004-5398,6064.3726
36838,703-004-5380,2362.8342
36839,703-004-5384,5361.8716
3684,703-004-5393,5678.7134
36840,703-004-5399,3427.3018
36841,703-004-5397,8964.84
36842,703-004-5390,1358.0579
36843,703-004-5385,8173.174
36844,703-004-5380,4179.5806
36845,703-004-5389,609.41815
36846,703-004-5389,9347.183
36847,207-008-2399,7555.7207
36848,703-004-5384,722.51855
36849,703-004-5390,8137.1377
3685,703-004-5388,1092.5818
36850,703-004-5383,9098.245
36851,207-008-2399,6059.325
36852,703-004-5397,2073.682
36853,703-004-5385,8877.374
36854,703-004-5381,1291.1671
36855,703-004-5394,7244.65
36856,703-004-5383,6700.375
36857,703-004-5394,7858.8325
36858,703-004-5388,8837.0
36859,703-004-5394,9411.471
3686,703-004-5396,4269.573
36860,703-004-5394,6617.228
36861,703-004-5397,280.5793
36862,703-004-5392,6446.436
36863,207-008-2399,3726.9956
36864,703-004-5382,5204.619
36865,703-004-5391,3201.772
36866,703-004-5381,6491.929
36867,703-004-5382,4411.489
36868,703-004-5398,5632.111
36869,703-004-5385,1591.9882
3687,703-004-5390,8739.842
36870,703-004-5395,4998.048
36871,703-004-5388,8804.713
36872,703-004-5398,2382.6016
36873,703-004-5384,8015.09
36874,703-004-5391,3528.315
36875,703-004-5382,7341.5806
36876,703-004-5395,891.0513
36877,703-004-5390,8735.966
36878,703-004-5398,6701.2
36879,703-004-5380,6335.434
3688,703-004-5391,3689.069
36880,703-004-5386,2586.4219
36881,703-004-5398,3911.9934
36882,703-004-5380,9793.521
36883,703-004-5384,3823.7297
36884,207-008-2398,8506.319
36885,703-004-5397,6220.507
36886,703-004-5399,5441.5645
36887,703-004-5399,1993.1364
36888,703-004-5398,5173.205
36889,703-004-5391,1494.0011
3689,703-004-5385,7270.303
36890,703-004-5396,6750.6294
36891,703-004-5394,8292.828
36892,703-004-5388,3431.0747
36893,703-004-5387,167.44495
36894,703-004-5392,5126.496
36895,703-004-5383,895.9681
36896,207-008-2399,5096.6035
36897,703-004-5393,8410.071
36898,703-004-5384,1400.8331
36899,703-004-5390,7234.6904
369,703-004-5392,593.52997
3690,703-004-5389,3409.8953
36900,703-004-5390,9870.9795
36901,703-004-5397,1528.6284
36902,207-008-2399,3035.3933
36903,703-004-5381,2621.764
36904,703-004-5388,5873.0024
36905,703-004-5385,355.8022
36906,703-004-5384,7108.146
36907,207-008-2398,8224.332
36908,703-004-5396,6468.1055
36909,703-004-5390,4999.115
3691,703-004-5388,3373.9631
36910,703-004-5399,8643.271
36911,703-004-5384,3630.0415
36912,703-004-5385,9127.192
36913,703-004-5380,2765.6907
36914,703-004-5394,9413.638
36915,703-004-5384,8027.5146
36916,703-004-5392,9429.83
36917,703-004-5381,6701.772
36918,703-004-5390,1006.2313
36919,703-004-5391,8731.147
3692,703-004-5392,5857.6714
36920,703-004-5392,3089.2437
36921,703-004-5398,4048.2234
36922,703-004-5386,6172.687
36923,703-004-5392,6529.715
36924,703-004-5397,2166.6462
36925,703-004-5395,4122.309
36926,703-004-5385,1320.8324
36927,703-004-5381,5352.9995
36928,703-004-5389,6849.967
36929,703-004-5380,444.36456
3693,703-004-5388,2420.9355
36930,207-008-2399,6065.844
36931,703-004-5389,1715.3889
36932,703-004-5392,7568.378
36933,703-004-5389,9543.284
36934,703-004-5388,7437.9487
36935,703-004-5386,2621.1052
36936,703-004-5398,2597.4036
36937,703-004-5385,7153.0645
36938,207-008-2399,5739.029
36939,703-004-5395,9482.222
3694,207-008-2398,3629.2083
36940,703-004-5392,4052.2385
36941,703-004-5383,5981.2275
36942,703-004-5380,4114.595
36943,703-004-5398,156.85022
36944,703-004-5380,2194.3235
36945,703-004-5380,3996.9397
36946,703-004-5386,743.28
36947,207-008-2398,8305.637
36948,207-008-2399,27.71318
36949,703-004-5380,2396.7922
3695,703-004-5397,8689.468
36950,703-004-5383,521.46375
36951,703-004-5388,2995.078
36952,703-004-5384,8223.8125
36953,703-004-5383,6027.274
36954,703-004-5392,8474.466
36955,703-004-5381,6766.542
36956,703-004-5380,1882.6825
36957,703-004-5397,8640.979
36958,703-004-5399,2364.1128
36959,703-004-5382,6369.247
3696,703-004-5395,4791.8047
36960,703-004-5380,3433.6936
36961,703-004-5398,9335.426
36962,703-004-5395,2427.6526
36963,703-004-5383,552.9016
36964,703-004-5395,3883.3713
36965,703-004-5380,9340.983
36966,703-004-5398,2269.8647
36967,703-004-5384,3886.307
36968,703-004-5384,4020.9055
36969,703-004-5394,4283.5547
3697,703-004-5390,5940.092
36970,703-004-5391,8635.052
36971,703-004-5398,1045.99
36972,703-004-5385,4599.8994
36973,703-004-5386,996.0407
36974,703-004-5382,3221.3557
36975,703-004-5391,3150.6592
36976,207-008-2399,1881.0552
36977,703-004-5383,6951.1274
36978,703-004-5382,2845.633
36979,703-004-5384,5084.86
3698,703-004-5387,1862.4038
36980,703-004-5380,43.728947
36981,703-004-5384,1051.2429
36982,703-004-5386,9850.635
36983,207-008-2399,1477.5032
36984,703-004-5396,7392.6978
36985,703-004-5384,6053.512
36986,703-004-5384,4932.076
36987,703-004-5399,4897.761
36988,703-004-5383,1443.4808
36989,703-004-5398,740.602
3699,703-004-5388,6012.5464
36990,703-004-5391,5877.4883
36991,703-004-5382,4167.2866
36992,703-004-5396,5170.623
36993,703-004-5385,5448.274
36994,703-004-5397,5089.106
36995,703-004-5399,3890.3015
36996,703-004-5392,5003.8745
36997,703-004-5391,268.33655
36998,703-004-5388,2443.2783
37222,703-004-5380,1778.1758
37223,703-004-5390,2183.3557
37224,703-004-5388,6575.6514
37225,703-004-5380,7442.9946
37226,703-004-5388,8570.742
37227,703-004-5386,1711.6517
37228,703-004-5395,1539.7394
37229,703-004-5396,8061.293
3723,703-004-5394,5932.0034
37230,703-004-5391,9042.429
37231,703-004-5382,8869.006
37232,207-008-2399,6153.9985
37233,703-004-5386,8202.902
37234,703-004-5397,6693.319
37235,703-004-5380,5554.0215
37236,703-004-5385,120.91338
37237,703-004-5392,9541.233
37238,703-004-5394,1087.2365
37239,703-004-5395,9776.629
3724,703-004-5387,3331.182
37240,703-004-5397,1047.3823
37241,703-004-5386,8605.505
37242,703-004-5397,8063.6035
37243,703-004-5381,6364.497
37244,207-008-2399,2112.6223
37245,703-004-5390,7368.0854
37246,703-004-5387,6678.281
37247,703-004-5386,9499.475
37248,703-004-5395,3890.5645
37249,703-004-5398,8686.817
3725,703-004-5385,5626.6265
37250,703-004-5380,1893.8899
37251,703-004-5392,584.7621
37252,703-004-5381,9916.546
37253,703-004-5388,3336.4946
37254,703-004-5381,3527.2288
37255,703-004-5386,7979.59
37256,703-004-5383,2555.84
37257,207-008-2399,5486.726
37258,703-004-5386,5762.8955
37259,207-008-2399,1162.5266
3726,703-004-5393,6451.125
37260,703-004-5387,3079.4788
37261,703-004-5396,578.2258
37262,703-004-5398,9687.099
37263,703-004-5384,8745.084
37264,703-004-5396,7509.926
37265,703-004-5396,3747.4685
37266,207-008-2398,6579.751
37267,207-008-2399,4099.9077
37268,703-004-5394,9178.775
37269,703-004-5381,3280.0686
3727,703-004-5398,321.19333
37270,703-004-5397,2944.3806
37271,207-008-2398,4201.515
37272,703-004-5386,5630.423
37273,207-008-2399,9935.439
37274,703-004-5397,8424.028
37275,703-004-5396,4755.936
37276,703-004-5382,1898.6064
37277,703-004-5391,8532.674
37278,703-004-5381,2322.7668
37279,703-004-5383,1418.2573
3728,703-004-5386,5521.3403
37280,703-004-5383,6810.454
37281,703-004-5386,8478.044
37282,703-004-5387,8826.791
37283,207-008-2399,5694.3755
37284,703-004-5385,8768.404
37285,703-004-5389,5771.4834
37286,207-008-2399,7760.766
37287,703-004-5392,9789.459
37288,703-004-5396,4039.8674
37289,703-004-5395,71.540474
3729,703-004-5397,6817.2485
37290,703-004-5397,2348.0708
37291,703-004-5398,8745.494
37292,703-004-5383,4994.3877
37293,703-004-5383,4642.3774
37294,703-004-5389,1719.9773
37295,207-008-2398,4146.4717
37296,703-004-5383,2877.4678
37297,703-004-5394,6536.8647
37298,703-004-5399,4548.226
37299,703-004-5391,4067.7004
373,703-004-5394,472.53848
3730,703-004-5395,7328.009
37300,703-004-5384,7592.196
37301,703-004-5382,9453.286
37302,207-008-2398,3124.0774
37303,207-008-2399,155.30586
37304,703-004-5399,9371.8545
37305,703-004-5398,257.02716
37306,703-004-5385,9356.9795
37307,703-004-5380,1854.4418
37308,703-004-5394,6622.676
37309,703-004-5399,3721.7122
3731,703-004-5393,9105.724
37310,703-004-5389,392.12762
37311,703-004-5381,7200.4116
37312,703-004-5393,6847.1436
37313,703-004-5389,3658.5056
37314,703-004-5384,1463.2542
37315,703-004-5391,3382.352
37316,703-004-5383,5076.4556
37317,703-004-5390,9464.804
37318,207-008-2398,1286.4673
37319,207-008-2398,8941.225
3732,703-004-5398,5636.7563
37320,207-008-2399,8602.952
37321,703-004-5390,915.17865
37322,703-004-5384,8337.337
37323,703-004-5398,5966.274
37324,703-004-5386,8257.197
37325,703-004-5397,570.93384
37326,703-004-5382,1311.8798
37327,703-004-5391,7713.0234
37328,703-004-5383,8673.353
37329,703-004-5396,6966.977
3733,703-004-5398,5980.116
37330,207-008-2398,7177.368
37331,703-004-5391,7660.3433
37332,703-004-5395,4692.3403
37333,703-004-5385,2364.3584
37334,703-004-5387,9669.602
37335,703-004-5383,1452.4395
37336,703-004-5383,9759.645
37337,703-004-5395,6109.865
37338,703-004-5383,2330.256
37339,703-004-5383,2457.9792
3734,207-008-2399,8270.3955
37340,207-008-2398,8937.331
37341,703-004-5390,7813.4854
37342,703-004-5389,9819.044
37343,703-004-5389,5095.0015
37344,703-004-5388,6857.0654
37345,703-004-5389,5672.0977
37346,703-004-5392,4349.1084
37347,703-004-5384,588.4713
37348,703-004-5395,5695.8003
37349,703-004-5388,7437.9243
3735,703-004-5399,589.1252
37350,703-004-5397,8294.641
37351,703-004-5384,1548.3505
37352,703-004-5392,4678.7935
37353,703-004-5397,8131.3364
37354,703-004-5383,7994.38
37355,703-004-5380,608.51276
37356,207-008-2398,7238.7515
37357,703-004-5380,1303.4033
37358,703-004-5385,681.96954
37359,703-004-5390,9297.803
3736,703-004-5388,8312.039
37360,703-004-5399,9918.16
37361,703-004-5388,7230.266
37362,703-004-5387,9435.247
37363,703-004-5395,6002.921
37364,703-004-5381,3694.1558
37365,703-004-5381,2741.3357
37366,703-004-5395,948.987
37367,703-004-5389,8597.507
37368,703-004-5381,5697.493
37369,703-004-5394,8151.7593
3737,703-004-5389,6108.118
37370,703-004-5381,2841.6348
37371,207-008-2399,6320.9214
37372,703-004-5386,8594.984
37373,703-004-5395,3321.9521
37374,703-004-5399,6240.5044
37375,703-004-5399,3172.1567
37376,703-004-5384,7686.312
